Date,Country,NumberOfTest
2021-05-07,Australia,0
2021-05-07,Austria,287929
2021-05-07,Belgium,63455
2021-05-07,Canada,142659
2021-05-07,Chile,65470
2021-05-07,Colombia,82048
2021-05-07,Costa Rica,7276
2021-05-07,Czechia,172406
2021-05-07,Denmark,200147
2021-05-07,Estonia,4897
2021-05-07,Finland,20738
2021-05-07,France,508482
2021-05-07,Germany,0
2021-05-07,Greece,61805
2021-05-07,Hungary,18647
2021-05-07,Iceland,1104
2021-05-07,Ireland,18847
2021-05-07,Israel,34022
2021-05-07,Italy,434150
2021-05-07,Japan,109758
2021-05-07,Latvia,18511
2021-05-07,Lithuania,26258
2021-05-07,Luxembourg,10761
2021-05-07,Mexico,16472
2021-05-07,Netherlands,0
2021-05-07,New Zealand,0
2021-05-07,Norway,19114
2021-05-07,Poland,130564
2021-05-07,Portugal,47849
2021-05-07,Slovakia,189445
2021-05-07,Slovenia,4327
2021-05-07,South Korea,38521
2021-05-07,Spain,0
2021-05-07,Sweden,51085
2021-05-07,Switzerland,33343
2021-05-07,Taiwan,1067
2021-05-07,Turkey,251194
2021-05-07,United Kingdom,708935
2021-05-07,United States,1168375
