Date,Country,NumberOfTest
2020-03-12,Belgium,1438
2020-03-12,Canada,1893
2020-03-12,Costa Rica,89
2020-03-12,Denmark,676
2020-03-12,Estonia,146
2020-03-12,Finland,349
2020-03-12,Greece,0
2020-03-12,Hungary,121
2020-03-12,Iceland,253
2020-03-12,Israel,607
2020-03-12,Italy,12857
2020-03-12,Japan,1855
2020-03-12,Latvia,79
2020-03-12,Luxembourg,171
2020-03-12,Mexico,385
2020-03-12,New Zealand,97
2020-03-12,Poland,210
2020-03-12,Portugal,938
2020-03-12,Slovakia,95
2020-03-12,Slovenia,1045
2020-03-12,South Korea,0
2020-03-12,Taiwan,677
2020-03-12,United States,8794
