Date,Country,NumberOfTest
2021-11-16,Australia,0
2021-11-16,Austria,464540
2021-11-16,Belgium,119272
2021-11-16,Canada,68133
2021-11-16,Chile,51132
2021-11-16,Colombia,36265
2021-11-16,Costa Rica,190
2021-11-16,Czechia,144666
2021-11-16,Denmark,170662
2021-11-16,Estonia,7797
2021-11-16,Finland,18644
2021-11-16,France,433181
2021-11-16,Greece,0
2021-11-16,Hungary,21491
2021-11-16,Iceland,3317
2021-11-16,Ireland,27097
2021-11-16,Israel,84770
2021-11-16,Italy,756863
2021-11-16,Japan,48384
2021-11-16,Latvia,14409
2021-11-16,Lithuania,24398
2021-11-16,Luxembourg,4613
2021-11-16,Mexico,18858
2021-11-16,New Zealand,21674
2021-11-16,Norway,18814
2021-11-16,Poland,179590
2021-11-16,Portugal,51548
2021-11-16,Slovakia,67257
2021-11-16,Slovenia,10047
2021-11-16,Switzerland,44559
2021-11-16,Taiwan,18210
2021-11-16,Turkey,356514
2021-11-16,United Kingdom,797190
2021-11-16,United States,1547981
