tDate,Country,NumberOfTest
2022-01-29,Australia,137420
2022-01-29,Austria,568134
2022-01-29,Belgium,83033
2022-01-29,Canada,57054
2022-01-29,Chile,132299
2022-01-29,Colombia,38327
2022-01-29,Czechia,110039
2022-01-29,Denmark,115106
2022-01-29,Estonia,11340
2022-01-29,Finland,13520
2022-01-29,France,805113
2022-01-29,Germany,0
2022-01-29,Greece,304257
2022-01-29,Hungary,0
2022-01-29,Iceland,3194
2022-01-29,Ireland,17450
2022-01-29,Israel,196157
2022-01-29,Italy,999490
2022-01-29,Japan,174642
2022-01-29,Latvia,28166
2022-01-29,Lithuania,23579
2022-01-29,Luxembourg,5481
2022-01-29,Mexico,11129
2022-01-29,Netherlands,129590
2022-01-29,New Zealand,0
2022-01-29,Norway,17559
2022-01-29,Poland,315230
2022-01-29,Portugal,252861
2022-01-29,Slovakia,40247
2022-01-29,Slovenia,17946
2022-01-29,South Korea,343457
2022-01-29,Spain,128295
2022-01-29,Sweden,77851
2022-01-29,Switzerland,73041
2022-01-29,Taiwan,15608
2022-01-29,Turkey,440017
2022-01-29,United Kingdom,976383
2022-01-29,United States,972253
