Date,Country,NumberOfTest
2020-05-09,Australia,38206
2020-05-09,Austria,7621
2020-05-09,Belgium,21012
2020-05-09,Canada,70097
2020-05-09,Chile,11943
2020-05-09,Costa Rica,449
2020-05-09,Denmark,8250
2020-05-09,Estonia,770
2020-05-09,Finland,2810
2020-05-09,Germany,0
2020-05-09,Greece,3093
2020-05-09,Hungary,4200
2020-05-09,Iceland,935
2020-05-09,Ireland,7657
2020-05-09,Israel,3869
2020-05-09,Italy,105262
2020-05-09,Japan,2265
2020-05-09,Latvia,2555
2020-05-09,Lithuania,5671
2020-05-09,Luxembourg,730
2020-05-09,Mexico,3603
2020-05-09,Netherlands,0
2020-05-09,New Zealand,3435
2020-05-09,Norway,1305
2020-05-09,Poland,33066
2020-05-09,Portugal,13522
2020-05-09,Slovakia,1488
2020-05-09,Slovenia,625
2020-05-09,South Korea,4881
2020-05-09,Spain,0
2020-05-09,Taiwan,269
2020-05-09,Turkey,35605
2020-05-09,United Kingdom,77152
2020-05-09,United States,335155
