Date,Country,NumberOfTest
2021-05-20,Australia,55245
2021-05-20,Austria,388652
2021-05-20,Belgium,57719
2021-05-20,Canada,109518
2021-05-20,Chile,68721
2021-05-20,Colombia,71291
2021-05-20,Costa Rica,6811
2021-05-20,Czechia,271694
2021-05-20,Denmark,214375
2021-05-20,Estonia,4729
2021-05-20,Finland,18472
2021-05-20,France,430064
2021-05-20,Germany,0
2021-05-20,Greece,56523
2021-05-20,Hungary,16324
2021-05-20,Israel,24980
2021-05-20,Italy,329994
2021-05-20,Japan,97287
2021-05-20,Latvia,16546
2021-05-20,Lithuania,24493
2021-05-20,Luxembourg,14462
2021-05-20,Mexico,14610
2021-05-20,Netherlands,0
2021-05-20,New Zealand,4799
2021-05-20,Norway,26300
2021-05-20,Poland,110306
2021-05-20,Portugal,44576
2021-05-20,Slovakia,73919
2021-05-20,Slovenia,4136
2021-05-20,South Korea,14335
2021-05-20,Spain,0
2021-05-20,Sweden,37510
2021-05-20,Switzerland,40101
2021-05-20,Taiwan,17896
2021-05-20,Turkey,219192
2021-05-20,United Kingdom,982099
2021-05-20,United States,999676
