Date,Country,NumberOfTest
2021-11-06,Australia,152128
2021-11-06,Austria,414915
2021-11-06,Belgium,80119
2021-11-06,Canada,98119
2021-11-06,Chile,82419
2021-11-06,Colombia,44761
2021-11-06,Costa Rica,5541
2021-11-06,Czechia,71578
2021-11-06,Denmark,88943
2021-11-06,Estonia,5876
2021-11-06,Finland,9264
2021-11-06,France,302646
2021-11-06,Germany,0
2021-11-06,Greece,284452
2021-11-06,Hungary,0
2021-11-06,Iceland,2197
2021-11-06,Ireland,27103
2021-11-06,Israel,31073
2021-11-06,Italy,558130
2021-11-06,Japan,34940
2021-11-06,Latvia,23906
2021-11-06,Lithuania,12166
2021-11-06,Luxembourg,2602
2021-11-06,Mexico,6200
2021-11-06,Netherlands,0
2021-11-06,New Zealand,27586
2021-11-06,Norway,6834
2021-11-06,Poland,132062
2021-11-06,Portugal,30849
2021-11-06,Slovakia,32657
2021-11-06,Slovenia,5453
2021-11-06,Sweden,12820
2021-11-06,Switzerland,26148
2021-11-06,Taiwan,14758
2021-11-06,Turkey,358326
2021-11-06,United Kingdom,636819
2021-11-06,United States,880361
