tDate,Country,NumberOfTest
2021-12-22,Australia,310282
2021-12-22,Austria,538458
2021-12-22,Belgium,77419
2021-12-22,Canada,134606
2021-12-22,Chile,46286
2021-12-22,Colombia,50204
2021-12-22,Czechia,96780
2021-12-22,Denmark,168297
2021-12-22,Estonia,8149
2021-12-22,Finland,28576
2021-12-22,France,1148642
2021-12-22,Greece,346845
2021-12-22,Hungary,15165
2021-12-22,Iceland,4085
2021-12-22,Ireland,38509
2021-12-22,Israel,111215
2021-12-22,Italy,897402
2021-12-22,Japan,52151
2021-12-22,Latvia,9045
2021-12-22,Lithuania,21103
2021-12-22,Luxembourg,5151
2021-12-22,Mexico,14464
2021-12-22,Netherlands,61324
2021-12-22,New Zealand,22223
2021-12-22,Norway,23850
2021-12-22,Poland,196194
2021-12-22,Portugal,249834
2021-12-22,Slovakia,38917
2021-12-22,Slovenia,4934
2021-12-22,Switzerland,58519
2021-12-22,Taiwan,16199
2021-12-22,Turkey,352438
2021-12-22,United Kingdom,1645627
2021-12-22,United States,1339601
