tDate,Country,NumberOfTest
2020-12-30,Australia,40447
2020-12-30,Austria,16085
2020-12-30,Belgium,32678
2020-12-30,Canada,182250
2020-12-30,Chile,26092
2020-12-30,Colombia,68138
2020-12-30,Costa Rica,3105
2020-12-30,Czechia,67131
2020-12-30,Denmark,111380
2020-12-30,Estonia,5844
2020-12-30,Finland,14322
2020-12-30,France,399554
2020-12-30,Germany,0
2020-12-30,Greece,35015
2020-12-30,Hungary,18302
2020-12-30,Iceland,1020
2020-12-30,Ireland,17489
2020-12-30,Israel,103391
2020-12-30,Italy,232793
2020-12-30,Japan,21069
2020-12-30,Latvia,11971
2020-12-30,Lithuania,14052
2020-12-30,Luxembourg,8607
2020-12-30,Mexico,38854
2020-12-30,Netherlands,0
2020-12-30,New Zealand,0
2020-12-30,Norway,19150
2020-12-30,Poland,73127
2020-12-30,Portugal,44546
2020-12-30,Slovakia,106850
2020-12-30,Slovenia,6011
2020-12-30,South Korea,60532
2020-12-30,Spain,0
2020-12-30,Sweden,29221
2020-12-30,Switzerland,28357
2020-12-30,Taiwan,674
2020-12-30,Turkey,184415
2020-12-30,United Kingdom,420492
2020-12-30,United States,2183971
