Date,Country,NumberOfTest
2020-09-23,Australia,42410
2020-09-23,Austria,16617
2020-09-23,Belgium,44434
2020-09-23,Canada,145538
2020-09-23,Chile,15573
2020-09-23,Colombia,38321
2020-09-23,Costa Rica,2977
2020-09-23,Czechia,22445
2020-09-23,Denmark,55683
2020-09-23,Estonia,4063
2020-09-23,Finland,13652
2020-09-23,France,202551
2020-09-23,Germany,0
2020-09-23,Greece,12212
2020-09-23,Hungary,13461
2020-09-23,Iceland,2073
2020-09-23,Ireland,12671
2020-09-23,Israel,59351
2020-09-23,Italy,167459
2020-09-23,Japan,26925
2020-09-23,Latvia,2733
2020-09-23,Lithuania,6612
2020-09-23,Luxembourg,6101
2020-09-23,Mexico,14734
2020-09-23,Netherlands,0
2020-09-23,New Zealand,6080
2020-09-23,Norway,16379
2020-09-23,Poland,43288
2020-09-23,Portugal,22777
2020-09-23,Slovakia,5213
2020-09-23,Slovenia,2848
2020-09-23,South Korea,14482
2020-09-23,Spain,0
2020-09-23,Sweden,18407
2020-09-23,Switzerland,12787
2020-09-23,Taiwan,257
2020-09-23,Turkey,112102
2020-09-23,United Kingdom,259221
2020-09-23,United States,1203322
