Date,Country,NumberOfTest
2020-10-15,Australia,43626
2020-10-15,Austria,19813
2020-10-15,Belgium,66248
2020-10-15,Canada,130785
2020-10-15,Chile,18005
2020-10-15,Colombia,43426
2020-10-15,Costa Rica,3092
2020-10-15,Czechia,34806
2020-10-15,Denmark,35456
2020-10-15,Estonia,2346
2020-10-15,Finland,17031
2020-10-15,France,294260
2020-10-15,Germany,0
2020-10-15,Greece,21962
2020-10-15,Hungary,10742
2020-10-15,Iceland,2175
2020-10-15,Ireland,13428
2020-10-15,Israel,37649
2020-10-15,Italy,261474
2020-10-15,Japan,20737
2020-10-15,Latvia,4667
2020-10-15,Lithuania,8162
2020-10-15,Luxembourg,8641
2020-10-15,Mexico,14755
2020-10-15,Netherlands,0
2020-10-15,New Zealand,5078
2020-10-15,Norway,13857
2020-10-15,Poland,126733
2020-10-15,Portugal,31146
2020-10-15,Slovakia,14010
2020-10-15,Slovenia,5196
2020-10-15,South Korea,9419
2020-10-15,Spain,0
2020-10-15,Sweden,21564
2020-10-15,Switzerland,22053
2020-10-15,Taiwan,589
2020-10-15,Turkey,116103
2020-10-15,United Kingdom,304315
2020-10-15,United States,1302260
