Date,Country,NumberOfTest
2020-12-02,Australia,0
2020-12-02,Austria,27862
2020-12-02,Belgium,36654
2020-12-02,Canada,171568
2020-12-02,Chile,21600
2020-12-02,Colombia,54843
2020-12-02,Costa Rica,2030
2020-12-02,Czechia,37663
2020-12-02,Denmark,84882
2020-12-02,Estonia,5446
2020-12-02,Finland,23756
2020-12-02,France,180924
2020-12-02,Germany,0
2020-12-02,Greece,28480
2020-12-02,Hungary,14944
2020-12-02,Iceland,1318
2020-12-02,Ireland,11934
2020-12-02,Israel,72832
2020-12-02,Italy,302742
2020-12-02,Japan,43236
2020-12-02,Latvia,9002
2020-12-02,Lithuania,14723
2020-12-02,Luxembourg,11236
2020-12-02,Mexico,29219
2020-12-02,Netherlands,0
2020-12-02,New Zealand,7076
2020-12-02,Norway,17647
2020-12-02,Poland,83240
2020-12-02,Portugal,37280
2020-12-02,Slovakia,66842
2020-12-02,Slovenia,6704
2020-12-02,South Korea,22711
2020-12-02,Spain,0
2020-12-02,Sweden,38302
2020-12-02,Switzerland,27819
2020-12-02,Taiwan,184
2020-12-02,Turkey,183624
2020-12-02,United Kingdom,352990
2020-12-02,United States,2094676
