tDate,Country,NumberOfTest
2020-12-24,Australia,0
2020-12-24,Austria,29151
2020-12-24,Belgium,36891
2020-12-24,Canada,168874
2020-12-24,Chile,44304
2020-12-24,Colombia,74156
2020-12-24,Costa Rica,3251
2020-12-24,Czechia,19435
2020-12-24,Denmark,38866
2020-12-24,Estonia,3748
2020-12-24,Finland,11339
2020-12-24,France,505992
2020-12-24,Germany,0
2020-12-24,Greece,31775
2020-12-24,Hungary,26186
2020-12-24,Iceland,717
2020-12-24,Ireland,22876
2020-12-24,Israel,102717
2020-12-24,Italy,270962
2020-12-24,Japan,63512
2020-12-24,Latvia,11597
2020-12-24,Lithuania,10767
2020-12-24,Luxembourg,9081
2020-12-24,Mexico,26640
2020-12-24,Netherlands,0
2020-12-24,New Zealand,0
2020-12-24,Norway,6106
2020-12-24,Poland,71513
2020-12-24,Portugal,33645
2020-12-24,Slovakia,37590
2020-12-24,Slovenia,5187
2020-12-24,South Korea,58215
2020-12-24,Spain,0
2020-12-24,Sweden,34116
2020-12-24,Switzerland,34673
2020-12-24,Taiwan,728
2020-12-24,Turkey,195675
2020-12-24,United Kingdom,463123
2020-12-24,United States,1881951
