Date,Country,NumberOfTest
2020-12-13,Australia,0
2020-12-13,Austria,21202
2020-12-13,Belgium,13636
2020-12-13,Canada,262166
2020-12-13,Chile,48000
2020-12-13,Colombia,39999
2020-12-13,Costa Rica,2445
2020-12-13,Czechia,12536
2020-12-13,Denmark,86855
2020-12-13,Estonia,4006
2020-12-13,Finland,10414
2020-12-13,France,34378
2020-12-13,Germany,0
2020-12-13,Greece,15792
2020-12-13,Hungary,25239
2020-12-13,Iceland,393
2020-12-13,Ireland,10728
2020-12-13,Israel,51475
2020-12-13,Italy,222721
2020-12-13,Japan,13144
2020-12-13,Latvia,5391
2020-12-13,Lithuania,4733
2020-12-13,Luxembourg,1313
2020-12-13,Mexico,6490
2020-12-13,Netherlands,0
2020-12-13,New Zealand,0
2020-12-13,Norway,9143
2020-12-13,Poland,43602
2020-12-13,Portugal,17392
2020-12-13,Slovakia,4424
2020-12-13,Slovenia,1679
2020-12-13,South Korea,21344
2020-12-13,Spain,0
2020-12-13,Sweden,39644
2020-12-13,Switzerland,15490
2020-12-13,Taiwan,216
2020-12-13,Turkey,181199
2020-12-13,United Kingdom,312273
2020-12-13,United States,1245437
