tDate,Country,NumberOfTest
2020-04-14,Australia,4357
2020-04-14,Austria,3384
2020-04-14,Belgium,8163
2020-04-14,Canada,28677
2020-04-14,Chile,2759
2020-04-14,Costa Rica,76
2020-04-14,Denmark,6186
2020-04-14,Estonia,1877
2020-04-14,Finland,1225
2020-04-14,Germany,0
2020-04-14,Greece,0
2020-04-14,Hungary,1006
2020-04-14,Iceland,1047
2020-04-14,Ireland,4275
2020-04-14,Israel,12678
2020-04-14,Italy,26779
2020-04-14,Japan,8255
2020-04-14,Latvia,242
2020-04-14,Lithuania,1621
2020-04-14,Luxembourg,1372
2020-04-14,Mexico,2946
2020-04-14,Netherlands,0
2020-04-14,New Zealand,3123
2020-04-14,Norway,3369
2020-04-14,Poland,4691
2020-04-14,Portugal,11920
2020-04-14,Slovakia,1439
2020-04-14,Slovenia,1168
2020-04-14,South Korea,7435
2020-04-14,Spain,0
2020-04-14,Taiwan,1204
2020-04-14,Turkey,33070
2020-04-14,United Kingdom,15991
2020-04-14,United States,162475
