tDate,Country,NumberOfTest
2021-06-01,Australia,65263
2021-06-01,Austria,346340
2021-06-01,Belgium,54288
2021-06-01,Canada,72790
2021-06-01,Chile,43648
2021-06-01,Colombia,90599
2021-06-01,Costa Rica,7449
2021-06-01,Czechia,226337
2021-06-01,Denmark,129107
2021-06-01,Estonia,6188
2021-06-01,Finland,22030
2021-06-01,France,347766
2021-06-01,Germany,0
2021-06-01,Greece,61644
2021-06-01,Hungary,12782
2021-06-01,Israel,25811
2021-06-01,Italy,284288
2021-06-01,Japan,67394
2021-06-01,Latvia,14546
2021-06-01,Lithuania,26012
2021-06-01,Luxembourg,6665
2021-06-01,Mexico,14171
2021-06-01,Netherlands,0
2021-06-01,New Zealand,3056
2021-06-01,Norway,19722
2021-06-01,Poland,118654
2021-06-01,Portugal,58548
2021-06-01,Slovakia,56453
2021-06-01,Slovenia,4170
2021-06-01,South Korea,37585
2021-06-01,Spain,0
2021-06-01,Sweden,27113
2021-06-01,Switzerland,27011
2021-06-01,Taiwan,30897
2021-06-01,Turkey,223482
2021-06-01,United Kingdom,664849
2021-06-01,United States,693818
