tDate,Country,NumberOfTest
2021-12-30,Australia,0
2021-12-30,Austria,305717
2021-12-30,Belgium,83675
2021-12-30,Canada,152638
2021-12-30,Chile,68694
2021-12-30,Colombia,85889
2021-12-30,Czechia,53385
2021-12-30,Denmark,225297
2021-12-30,Estonia,7678
2021-12-30,Finland,22536
2021-12-30,France,1583894
2021-12-30,Greece,424682
2021-12-30,Hungary,17638
2021-12-30,Iceland,9549
2021-12-30,Ireland,45054
2021-12-30,Israel,176176
2021-12-30,Italy,1150352
2021-12-30,Japan,25321
2021-12-30,Latvia,9826
2021-12-30,Lithuania,16245
2021-12-30,Luxembourg,4497
2021-12-30,Mexico,21249
2021-12-30,Netherlands,70581
2021-12-30,New Zealand,13852
2021-12-30,Norway,17621
2021-12-30,Poland,184642
2021-12-30,Portugal,402756
2021-12-30,Slovenia,5173
2021-12-30,Switzerland,75763
2021-12-30,Taiwan,13768
2021-12-30,Turkey,369647
2021-12-30,United Kingdom,1534344
2021-12-30,United States,1134047
