Date,Country,NumberOfTest
2020-09-28,Australia,17099
2020-09-28,Austria,14493
2020-09-28,Belgium,28558
2020-09-28,Canada,205494
2020-09-28,Chile,37473
2020-09-28,Colombia,31181
2020-09-28,Costa Rica,1722
2020-09-28,Czechia,12218
2020-09-28,Denmark,54003
2020-09-28,Estonia,4154
2020-09-28,Finland,11263
2020-09-28,France,218603
2020-09-28,Germany,0
2020-09-28,Greece,6696
2020-09-28,Hungary,7065
2020-09-28,Iceland,1764
2020-09-28,Ireland,9866
2020-09-28,Israel,8220
2020-09-28,Italy,83454
2020-09-28,Japan,19750
2020-09-28,Latvia,1398
2020-09-28,Lithuania,4293
2020-09-28,Luxembourg,5408
2020-09-28,Mexico,15267
2020-09-28,Netherlands,0
2020-09-28,New Zealand,3244
2020-09-28,Norway,19258
2020-09-28,Poland,26371
2020-09-28,Portugal,20249
2020-09-28,Slovakia,2561
2020-09-28,Slovenia,2382
2020-09-28,South Korea,5077
2020-09-28,Spain,0
2020-09-28,Sweden,18580
2020-09-28,Switzerland,9269
2020-09-28,Taiwan,259
2020-09-28,Turkey,115523
2020-09-28,United Kingdom,227038
2020-09-28,United States,667027
