Date,Country,NumberOfTest
2020-07-02,Australia,57859
2020-07-02,Austria,7834
2020-07-02,Belgium,13607
2020-07-02,Canada,123353
2020-07-02,Chile,10831
2020-07-02,Colombia,19108
2020-07-02,Costa Rica,1259
2020-07-02,Denmark,15357
2020-07-02,Estonia,522
2020-07-02,Finland,3769
2020-07-02,France,54984
2020-07-02,Germany,0
2020-07-02,Greece,4445
2020-07-02,Hungary,1940
2020-07-02,Iceland,161
2020-07-02,Ireland,3792
2020-07-02,Israel,25042
2020-07-02,Italy,82390
2020-07-02,Japan,5460
2020-07-02,Latvia,1716
2020-07-02,Lithuania,4031
2020-07-02,Luxembourg,11068
2020-07-02,Mexico,13675
2020-07-02,Netherlands,0
2020-07-02,New Zealand,3728
2020-07-02,Norway,4747
2020-07-02,Poland,41986
2020-07-02,Portugal,15535
2020-07-02,Slovakia,1801
2020-07-02,Slovenia,1274
2020-07-02,South Korea,10475
2020-07-02,Spain,0
2020-07-02,Switzerland,10832
2020-07-02,Taiwan,129
2020-07-02,Turkey,49714
2020-07-02,United Kingdom,136186
2020-07-02,United States,858223
