Date,Country,NumberOfTest
2020-08-04,Australia,94706
2020-08-04,Austria,6341
2020-08-04,Belgium,25451
2020-08-04,Canada,103674
2020-08-04,Chile,18857
2020-08-04,Colombia,39170
2020-08-04,Costa Rica,1584
2020-08-04,Denmark,24946
2020-08-04,Estonia,1146
2020-08-04,Finland,6819
2020-08-04,France,106729
2020-08-04,Germany,0
2020-08-04,Greece,34853
2020-08-04,Hungary,1170
2020-08-04,Iceland,615
2020-08-04,Ireland,1991
2020-08-04,Israel,26099
2020-08-04,Italy,67279
2020-08-04,Japan,18740
2020-08-04,Latvia,1871
2020-08-04,Lithuania,3520
2020-08-04,Luxembourg,7723
2020-08-04,Mexico,15377
2020-08-04,Netherlands,0
2020-08-04,New Zealand,4114
2020-08-04,Norway,8444
2020-08-04,Poland,44717
2020-08-04,Portugal,17290
2020-08-04,Slovakia,2538
2020-08-04,Slovenia,974
2020-08-04,South Korea,8700
2020-08-04,Spain,0
2020-08-04,Sweden,7674
2020-08-04,Switzerland,7293
2020-08-04,Taiwan,192
2020-08-04,Turkey,46249
2020-08-04,United Kingdom,150265
2020-08-04,United States,882343
