Date,Country,NumberOfTest
2021-02-26,Australia,0
2021-02-26,Austria,223250
2021-02-26,Belgium,47311
2021-02-26,Canada,127724
2021-02-26,Chile,54910
2021-02-26,Colombia,42024
2021-02-26,Costa Rica,3974
2021-02-26,Czechia,102591
2021-02-26,Denmark,153366
2021-02-26,Estonia,9485
2021-02-26,Finland,22189
2021-02-26,France,389895
2021-02-26,Germany,0
2021-02-26,Greece,50334
2021-02-26,Hungary,27128
2021-02-26,Iceland,497
2021-02-26,Ireland,19178
2021-02-26,Israel,65688
2021-02-26,Italy,433356
2021-02-26,Japan,57864
2021-02-26,Latvia,12715
2021-02-26,Lithuania,9713
2021-02-26,Luxembourg,11500
2021-02-26,Mexico,28062
2021-02-26,Netherlands,0
2021-02-26,New Zealand,10128
2021-02-26,Norway,19672
2021-02-26,Poland,106137
2021-02-26,Portugal,32910
2021-02-26,Slovakia,380022
2021-02-26,Slovenia,4861
2021-02-26,South Korea,38582
2021-02-26,Spain,0
2021-02-26,Sweden,34898
2021-02-26,Switzerland,30742
2021-02-26,Taiwan,418
2021-02-26,Turkey,128387
2021-02-26,United Kingdom,604745
2021-02-26,United States,1474428
