Date,Country,NumberOfTest
2020-06-28,Australia,43114
2020-06-28,Austria,5025
2020-06-28,Belgium,6184
2020-06-28,Canada,89908
2020-06-28,Chile,18370
2020-06-28,Colombia,17561
2020-06-28,Costa Rica,743
2020-06-28,Denmark,9458
2020-06-28,Estonia,453
2020-06-28,Finland,965
2020-06-28,France,8244
2020-06-28,Germany,0
2020-06-28,Greece,3993
2020-06-28,Hungary,931
2020-06-28,Iceland,250
2020-06-28,Ireland,2724
2020-06-28,Israel,10389
2020-06-28,Italy,58529
2020-06-28,Japan,1513
2020-06-28,Latvia,1042
2020-06-28,Lithuania,1650
2020-06-28,Luxembourg,929
2020-06-28,Mexico,5175
2020-06-28,Netherlands,0
2020-06-28,New Zealand,2809
2020-06-28,Norway,994
2020-06-28,Poland,38849
2020-06-28,Portugal,6353
2020-06-28,Slovakia,62
2020-06-28,Slovenia,300
2020-06-28,South Korea,8776
2020-06-28,Spain,0
2020-06-28,Switzerland,2535
2020-06-28,Taiwan,127
2020-06-28,Turkey,48309
2020-06-28,United Kingdom,83157
2020-06-28,United States,565874
