Date,Country,NumberOfTest
2020-06-11,Australia,31269
2020-06-11,Austria,3967
2020-06-11,Belgium,13941
2020-06-11,Canada,78406
2020-06-11,Chile,19976
2020-06-11,Colombia,13253
2020-06-11,Costa Rica,381
2020-06-11,Denmark,14613
2020-06-11,Estonia,1161
2020-06-11,Finland,2973
2020-06-11,France,38811
2020-06-11,Germany,0
2020-06-11,Greece,0
2020-06-11,Hungary,4558
2020-06-11,Iceland,69
2020-06-11,Ireland,4240
2020-06-11,Israel,15810
2020-06-11,Italy,95463
2020-06-11,Japan,4573
2020-06-11,Latvia,1581
2020-06-11,Lithuania,5065
2020-06-11,Luxembourg,4025
2020-06-11,Mexico,11464
2020-06-11,Netherlands,0
2020-06-11,New Zealand,2915
2020-06-11,Norway,4870
2020-06-11,Poland,35672
2020-06-11,Portugal,4764
2020-06-11,Slovakia,1262
2020-06-11,Slovenia,702
2020-06-11,South Korea,15645
2020-06-11,Spain,0
2020-06-11,Switzerland,5604
2020-06-11,Taiwan,135
2020-06-11,Turkey,49190
2020-06-11,United Kingdom,101778
2020-06-11,United States,614414
