Date,Country,NumberOfTest
2021-05-06,Australia,50635
2021-05-06,Austria,459327
2021-05-06,Belgium,63405
2021-05-06,Canada,138592
2021-05-06,Chile,62816
2021-05-06,Colombia,74550
2021-05-06,Costa Rica,6295
2021-05-06,Czechia,245951
2021-05-06,Denmark,234537
2021-05-06,Estonia,4952
2021-05-06,Finland,21816
2021-05-06,France,444149
2021-05-06,Germany,0
2021-05-06,Greece,80017
2021-05-06,Hungary,20890
2021-05-06,Iceland,1043
2021-05-06,Ireland,21036
2021-05-06,Israel,31747
2021-05-06,Italy,437889
2021-05-06,Japan,89586
2021-05-06,Latvia,23852
2021-05-06,Lithuania,27865
2021-05-06,Luxembourg,8800
2021-05-06,Mexico,17540
2021-05-06,Netherlands,0
2021-05-06,New Zealand,0
2021-05-06,Norway,20411
2021-05-06,Poland,132515
2021-05-06,Portugal,48583
2021-05-06,Slovakia,112689
2021-05-06,Slovenia,4029
2021-05-06,South Korea,18863
2021-05-06,Spain,0
2021-05-06,Sweden,51085
2021-05-06,Switzerland,32511
2021-05-06,Taiwan,1006
2021-05-06,Turkey,253382
2021-05-06,United Kingdom,1067566
2021-05-06,United States,1301062
