tDate,Country,NumberOfTest
2021-05-22,Australia,0
2021-05-22,Austria,479351
2021-05-22,Belgium,39213
2021-05-22,Canada,104070
2021-05-22,Chile,70401
2021-05-22,Colombia,94305
2021-05-22,Costa Rica,8861
2021-05-22,Czechia,56516
2021-05-22,Denmark,112611
2021-05-22,Estonia,3497
2021-05-22,Finland,12727
2021-05-22,France,244803
2021-05-22,Germany,0
2021-05-22,Greece,55145
2021-05-22,Hungary,22650
2021-05-22,Israel,7576
2021-05-22,Italy,370522
2021-05-22,Japan,66583
2021-05-22,Latvia,14100
2021-05-22,Lithuania,10352
2021-05-22,Luxembourg,11099
2021-05-22,Mexico,6545
2021-05-22,Netherlands,0
2021-05-22,New Zealand,0
2021-05-22,Norway,13477
2021-05-22,Poland,115727
2021-05-22,Portugal,33559
2021-05-22,Slovakia,106069
2021-05-22,Slovenia,2118
2021-05-22,South Korea,30444
2021-05-22,Spain,0
2021-05-22,Sweden,37510
2021-05-22,Switzerland,20655
2021-05-22,Taiwan,14451
2021-05-22,Turkey,216658
2021-05-22,United Kingdom,499089
2021-05-22,United States,702399
