tDate,Country,NumberOfTest
2020-11-10,Australia,33373
2020-11-10,Austria,26540
2020-11-10,Belgium,39204
2020-11-10,Canada,135057
2020-11-10,Chile,23931
2020-11-10,Colombia,49316
2020-11-10,Costa Rica,2007
2020-11-10,Czechia,43537
2020-11-10,Denmark,80782
2020-11-10,Estonia,4814
2020-11-10,Finland,16694
2020-11-10,France,350357
2020-11-10,Germany,0
2020-11-10,Greece,27815
2020-11-10,Hungary,13068
2020-11-10,Iceland,1031
2020-11-10,Ireland,10407
2020-11-10,Israel,41656
2020-11-10,Italy,347572
2020-11-10,Japan,25179
2020-11-10,Latvia,6731
2020-11-10,Lithuania,12288
2020-11-10,Luxembourg,11738
2020-11-10,Mexico,19647
2020-11-10,Netherlands,0
2020-11-10,New Zealand,2960
2020-11-10,Norway,25727
2020-11-10,Poland,108214
2020-11-10,Portugal,41083
2020-11-10,Slovakia,12891
2020-11-10,Slovenia,7515
2020-11-10,South Korea,12708
2020-11-10,Spain,0
2020-11-10,Sweden,37239
2020-11-10,Switzerland,34468
2020-11-10,Taiwan,292
2020-11-10,Turkey,146198
2020-11-10,United Kingdom,304843
2020-11-10,United States,1537684
