Date,Country,NumberOfTest
2021-08-15,Australia,0
2021-08-15,Austria,395705
2021-08-15,Belgium,26484
2021-08-15,Canada,4774
2021-08-15,Chile,60185
2021-08-15,Colombia,63692
2021-08-15,Costa Rica,6301
2021-08-15,Czechia,66858
2021-08-15,Denmark,59031
2021-08-15,Estonia,2686
2021-08-15,Finland,12186
2021-08-15,France,197120
2021-08-15,Germany,0
2021-08-15,Greece,59272
2021-08-15,Hungary,0
2021-08-15,Iceland,2385
2021-08-15,Ireland,20121
2021-08-15,Israel,92693
2021-08-15,Italy,202701
2021-08-15,Japan,62842
2021-08-15,Latvia,8290
2021-08-15,Lithuania,6655
2021-08-15,Luxembourg,280
2021-08-15,Mexico,11463
2021-08-15,Netherlands,0
2021-08-15,New Zealand,0
2021-08-15,Norway,9755
2021-08-15,Poland,61579
2021-08-15,Portugal,24856
2021-08-15,Slovakia,6525
2021-08-15,Slovenia,803
2021-08-15,South Korea,0
2021-08-15,Sweden,14839
2021-08-15,Switzerland,10506
2021-08-15,Taiwan,12383
2021-08-15,United Kingdom,661103
2021-08-15,United States,383611
