Date,Country,NumberOfTest
2021-06-24,Australia,95014
2021-06-24,Austria,290906
2021-06-24,Belgium,50406
2021-06-24,Canada,70980
2021-06-24,Chile,35435
2021-06-24,Colombia,119377
2021-06-24,Costa Rica,8478
2021-06-24,Czechia,159271
2021-06-24,Denmark,116727
2021-06-24,Estonia,1967
2021-06-24,Finland,12161
2021-06-24,France,288634
2021-06-24,Greece,38292
2021-06-24,Hungary,9732
2021-06-24,Israel,41388
2021-06-24,Italy,199620
2021-06-24,Japan,60420
2021-06-24,Latvia,2246
2021-06-24,Luxembourg,8089
2021-06-24,Mexico,16464
2021-06-24,New Zealand,6999
2021-06-24,Norway,16955
2021-06-24,Poland,95735
2021-06-24,Portugal,59649
2021-06-24,Slovakia,39889
2021-06-24,Slovenia,2163
2021-06-24,South Korea,37653
2021-06-24,Switzerland,24744
2021-06-24,Taiwan,32962
2021-06-24,Turkey,223385
2021-06-24,United Kingdom,1068088
2021-06-24,United States,466242
