tDate,Country,NumberOfTest
2021-04-02,Australia,0
2021-04-02,Austria,281183
2021-04-02,Belgium,67665
2021-04-02,Canada,139412
2021-04-02,Chile,73543
2021-04-02,Colombia,43369
2021-04-02,Costa Rica,3646
2021-04-02,Czechia,63786
2021-04-02,Denmark,113863
2021-04-02,Estonia,3072
2021-04-02,Finland,17646
2021-04-02,France,670440
2021-04-02,Germany,0
2021-04-02,Greece,56903
2021-04-02,Hungary,39993
2021-04-02,Iceland,818
2021-04-02,Ireland,19031
2021-04-02,Israel,33877
2021-04-02,Italy,431212
2021-04-02,Japan,61146
2021-04-02,Latvia,17046
2021-04-02,Lithuania,15415
2021-04-02,Luxembourg,15279
2021-04-02,Mexico,6943
2021-04-02,Netherlands,0
2021-04-02,New Zealand,0
2021-04-02,Norway,11325
2021-04-02,Poland,201760
2021-04-02,Portugal,14921
2021-04-02,Slovakia,182094
2021-04-02,Slovenia,5052
2021-04-02,South Korea,38899
2021-04-02,Spain,0
2021-04-02,Sweden,46403
2021-04-02,Switzerland,28116
2021-04-02,Taiwan,276
2021-04-02,Turkey,248968
2021-04-02,United Kingdom,555613
2021-04-02,United States,1339719
