tDate,Country,NumberOfTest
2020-03-23,Australia,0
2020-03-23,Belgium,3322
2020-03-23,Canada,19517
2020-03-23,Costa Rica,157
2020-03-23,Denmark,1124
2020-03-23,Estonia,525
2020-03-23,Finland,1316
2020-03-23,Germany,0
2020-03-23,Greece,638
2020-03-23,Hungary,1072
2020-03-23,Iceland,459
2020-03-23,Ireland,2581
2020-03-23,Israel,3523
2020-03-23,Italy,17066
2020-03-23,Japan,3862
2020-03-23,Latvia,1185
2020-03-23,Lithuania,222
2020-03-23,Luxembourg,1104
2020-03-23,Mexico,1081
2020-03-23,Netherlands,0
2020-03-23,New Zealand,1898
2020-03-23,Poland,2520
2020-03-23,Portugal,4181
2020-03-23,Slovakia,451
2020-03-23,Slovenia,1257
2020-03-23,South Korea,7168
2020-03-23,Taiwan,1139
2020-03-23,United States,80442
