tDate,Country,NumberOfTest
2021-08-06,Australia,0
2021-08-06,Austria,288795
2021-08-06,Belgium,57299
2021-08-06,Canada,68031
2021-08-06,Chile,61471
2021-08-06,Colombia,78540
2021-08-06,Costa Rica,7695
2021-08-06,Czechia,160134
2021-08-06,Denmark,71152
2021-08-06,Estonia,8804
2021-08-06,Finland,22377
2021-08-06,France,811004
2021-08-06,Germany,0
2021-08-06,Greece,121092
2021-08-06,Hungary,8226
2021-08-06,Iceland,4023
2021-08-06,Israel,115984
2021-08-06,Italy,301602
2021-08-06,Japan,112653
2021-08-06,Latvia,7385
2021-08-06,Lithuania,18289
2021-08-06,Luxembourg,8334
2021-08-06,Mexico,39799
2021-08-06,Netherlands,0
2021-08-06,New Zealand,0
2021-08-06,Norway,16989
2021-08-06,Poland,84443
2021-08-06,Portugal,84213
2021-08-06,Slovakia,20197
2021-08-06,Slovenia,1575
2021-08-06,South Korea,0
2021-08-06,Sweden,12950
2021-08-06,Switzerland,27055
2021-08-06,Taiwan,22263
2021-08-06,United Kingdom,779299
2021-08-06,United States,1006980
