Date,Country,NumberOfTest
2020-09-15,Australia,29503
2020-09-15,Austria,13100
2020-09-15,Belgium,42303
2020-09-15,Canada,129360
2020-09-15,Chile,27197
2020-09-15,Colombia,21867
2020-09-15,Costa Rica,1708
2020-09-15,Czechia,20461
2020-09-15,Denmark,56157
2020-09-15,Estonia,3129
2020-09-15,Finland,13585
2020-09-15,France,265938
2020-09-15,Germany,0
2020-09-15,Greece,0
2020-09-15,Hungary,8653
2020-09-15,Iceland,774
2020-09-15,Ireland,8120
2020-09-15,Israel,57765
2020-09-15,Italy,131021
2020-09-15,Japan,20163
2020-09-15,Latvia,2717
2020-09-15,Lithuania,5563
2020-09-15,Luxembourg,10513
2020-09-15,Mexico,11349
2020-09-15,Netherlands,0
2020-09-15,New Zealand,8598
2020-09-15,Norway,19027
2020-09-15,Poland,36644
2020-09-15,Portugal,23714
2020-09-15,Slovakia,3235
2020-09-15,Slovenia,3123
2020-09-15,South Korea,13742
2020-09-15,Spain,0
2020-09-15,Sweden,19924
2020-09-15,Switzerland,16706
2020-09-15,Taiwan,160
2020-09-15,Turkey,110412
2020-09-15,United Kingdom,236827
2020-09-15,United States,966107
