Date,Country,NumberOfTest
2020-07-22,Australia,59794
2020-07-22,Austria,9081
2020-07-22,Belgium,13283
2020-07-22,Canada,89051
2020-07-22,Chile,12793
2020-07-22,Colombia,28772
2020-07-22,Costa Rica,1228
2020-07-22,Denmark,16643
2020-07-22,Estonia,522
2020-07-22,Finland,5042
2020-07-22,France,89283
2020-07-22,Germany,0
2020-07-22,Greece,4769
2020-07-22,Hungary,2158
2020-07-22,Iceland,49
2020-07-22,Ireland,4619
2020-07-22,Israel,28807
2020-07-22,Italy,78606
2020-07-22,Japan,16357
2020-07-22,Latvia,1613
2020-07-22,Lithuania,674
2020-07-22,Luxembourg,7037
2020-07-22,Mexico,16393
2020-07-22,Netherlands,0
2020-07-22,New Zealand,2366
2020-07-22,Norway,4931
2020-07-22,Poland,45167
2020-07-22,Portugal,15747
2020-07-22,Slovakia,2251
2020-07-22,Slovenia,935
2020-07-22,South Korea,11794
2020-07-22,Spain,0
2020-07-22,Sweden,8449
2020-07-22,Switzerland,6689
2020-07-22,Taiwan,156
2020-07-22,Turkey,43404
2020-07-22,United Kingdom,137234
2020-07-22,United States,1109182
