Date,Country,NumberOfTest
2020-04-29,Australia,13731
2020-04-29,Austria,8176
2020-04-29,Belgium,22660
2020-04-29,Canada,48567
2020-04-29,Chile,6454
2020-04-29,Costa Rica,237
2020-04-29,Denmark,16058
2020-04-29,Estonia,1845
2020-04-29,Finland,4450
2020-04-29,Germany,0
2020-04-29,Greece,2297
2020-04-29,Hungary,3128
2020-04-29,Iceland,840
2020-04-29,Ireland,8159
2020-04-29,Israel,8996
2020-04-29,Italy,102416
2020-04-29,Japan,879
2020-04-29,Latvia,3250
2020-04-29,Lithuania,6921
2020-04-29,Luxembourg,1885
2020-04-29,Mexico,4860
2020-04-29,Netherlands,0
2020-04-29,New Zealand,5351
2020-04-29,Norway,3955
2020-04-29,Poland,26585
2020-04-29,Portugal,14774
2020-04-29,Slovakia,4584
2020-04-29,Slovenia,1370
2020-04-29,South Korea,6579
2020-04-29,Spain,0
2020-04-29,Taiwan,484
2020-04-29,Turkey,43498
2020-04-29,United Kingdom,65643
2020-04-29,United States,294585
