tDate,Country,NumberOfTest
2022-01-16,Australia,0
2022-01-16,Austria,728344
2022-01-16,Belgium,43622
2022-01-16,Canada,10402
2022-01-16,Chile,96108
2022-01-16,Colombia,82598
2022-01-16,Czechia,42090
2022-01-16,Denmark,170979
2022-01-16,Estonia,9049
2022-01-16,Finland,16758
2022-01-16,France,377187
2022-01-16,Germany,0
2022-01-16,Greece,0
2022-01-16,Hungary,0
2022-01-16,Ireland,23317
2022-01-16,Israel,441446
2022-01-16,Italy,927846
2022-01-16,Japan,62213
2022-01-16,Latvia,10994
2022-01-16,Luxembourg,1651
2022-01-16,Mexico,16193
2022-01-16,Netherlands,95894
2022-01-16,New Zealand,0
2022-01-16,Norway,19020
2022-01-16,Poland,126839
2022-01-16,Portugal,119922
2022-01-16,Slovakia,28708
2022-01-16,Slovenia,7902
2022-01-16,South Korea,145197
2022-01-16,Spain,148325
2022-01-16,Switzerland,40521
2022-01-16,Taiwan,21254
2022-01-16,Turkey,364426
2022-01-16,United Kingdom,1329311
