Date,Country,NumberOfTest
2020-07-23,Australia,69308
2020-07-23,Austria,11350
2020-07-23,Belgium,18285
2020-07-23,Canada,90442
2020-07-23,Chile,18867
2020-07-23,Colombia,28402
2020-07-23,Costa Rica,1829
2020-07-23,Denmark,15790
2020-07-23,Estonia,453
2020-07-23,Finland,5477
2020-07-23,France,88357
2020-07-23,Germany,0
2020-07-23,Greece,6189
2020-07-23,Hungary,3132
2020-07-23,Iceland,67
2020-07-23,Ireland,4067
2020-07-23,Israel,32536
2020-07-23,Italy,93329
2020-07-23,Japan,8310
2020-07-23,Latvia,1752
2020-07-23,Lithuania,604
2020-07-23,Luxembourg,15085
2020-07-23,Mexico,15803
2020-07-23,Netherlands,0
2020-07-23,New Zealand,2746
2020-07-23,Norway,4485
2020-07-23,Poland,48175
2020-07-23,Portugal,15759
2020-07-23,Slovakia,2049
2020-07-23,Slovenia,848
2020-07-23,South Korea,9116
2020-07-23,Spain,0
2020-07-23,Sweden,8449
2020-07-23,Switzerland,5483
2020-07-23,Taiwan,163
2020-07-23,Turkey,43343
2020-07-23,United Kingdom,141117
2020-07-23,United States,1083357
