Date,Country,NumberOfTest
2021-03-30,Australia,44889
2021-03-30,Austria,483046
2021-03-30,Belgium,81434
2021-03-30,Canada,83928
2021-03-30,Chile,46387
2021-03-30,Colombia,47170
2021-03-30,Costa Rica,3144
2021-03-30,Czechia,246087
2021-03-30,Denmark,194732
2021-03-30,Estonia,5464
2021-03-30,Finland,23789
2021-03-30,France,656016
2021-03-30,Germany,0
2021-03-30,Greece,65979
2021-03-30,Hungary,18455
2021-03-30,Iceland,2061
2021-03-30,Ireland,14957
2021-03-30,Israel,44754
2021-03-30,Italy,391240
2021-03-30,Japan,41247
2021-03-30,Latvia,18937
2021-03-30,Lithuania,13923
2021-03-30,Luxembourg,13365
2021-03-30,Mexico,22158
2021-03-30,Netherlands,0
2021-03-30,New Zealand,3730
2021-03-30,Norway,21822
2021-03-30,Poland,159403
2021-03-30,Portugal,29244
2021-03-30,Slovakia,202376
2021-03-30,Slovenia,7281
2021-03-30,South Korea,48182
2021-03-30,Spain,0
2021-03-30,Sweden,46403
2021-03-30,Switzerland,47787
2021-03-30,Taiwan,834
2021-03-30,Turkey,235298
2021-03-30,United Kingdom,695477
2021-03-30,United States,1527829
