tDate,Country,NumberOfTest
2021-06-10,Australia,66779
2021-06-10,Austria,516503
2021-06-10,Belgium,42944
2021-06-10,Canada,81056
2021-06-10,Chile,71578
2021-06-10,Colombia,112372
2021-06-10,Costa Rica,8603
2021-06-10,Czechia,171424
2021-06-10,Denmark,154219
2021-06-10,Estonia,3681
2021-06-10,Finland,12933
2021-06-10,France,337154
2021-06-10,Greece,0
2021-06-10,Hungary,12570
2021-06-10,Israel,19055
2021-06-10,Italy,245065
2021-06-10,Japan,74713
2021-06-10,Latvia,10080
2021-06-10,Lithuania,20483
2021-06-10,Luxembourg,8056
2021-06-10,Mexico,12459
2021-06-10,New Zealand,5618
2021-06-10,Norway,16807
2021-06-10,Poland,-52556
2021-06-10,Portugal,25471
2021-06-10,Slovakia,48516
2021-06-10,Slovenia,2735
2021-06-10,South Korea,33176
2021-06-10,Spain,0
2021-06-10,Switzerland,26278
2021-06-10,Taiwan,33464
2021-06-10,Turkey,223320
2021-06-10,United Kingdom,945090
2021-06-10,United States,534550
