tDate,Country,NumberOfTest
2020-08-28,Australia,0
2020-08-28,Austria,14701
2020-08-28,Belgium,25114
2020-08-28,Canada,124113
2020-08-28,Chile,30274
2020-08-28,Colombia,35136
2020-08-28,Costa Rica,2211
2020-08-28,Denmark,35429
2020-08-28,Estonia,1436
2020-08-28,Finland,14166
2020-08-28,France,201686
2020-08-28,Germany,0
2020-08-28,Greece,13833
2020-08-28,Hungary,5846
2020-08-28,Iceland,663
2020-08-28,Ireland,12303
2020-08-28,Israel,23290
2020-08-28,Italy,162200
2020-08-28,Japan,18597
2020-08-28,Latvia,2040
2020-08-28,Lithuania,5436
2020-08-28,Luxembourg,6845
2020-08-28,Mexico,15734
2020-08-28,Netherlands,0
2020-08-28,New Zealand,10178
2020-08-28,Norway,16518
2020-08-28,Poland,50544
2020-08-28,Portugal,16652
2020-08-28,Slovakia,4453
2020-08-28,Slovenia,1328
2020-08-28,South Korea,19468
2020-08-28,Spain,0
2020-08-28,Sweden,12151
2020-08-28,Switzerland,12431
2020-08-28,Taiwan,177
2020-08-28,Turkey,107814
2020-08-28,United Kingdom,188974
2020-08-28,United States,986317
