tDate,Country,NumberOfTest
2021-09-12,Australia,0
2021-09-12,Austria,364949
2021-09-12,Belgium,22298
2021-09-12,Canada,90933
2021-09-12,Chile,56394
2021-09-12,Colombia,46996
2021-09-12,Costa Rica,6722
2021-09-12,Czechia,34923
2021-09-12,Denmark,34807
2021-09-12,Estonia,3967
2021-09-12,Finland,8885
2021-09-12,France,137172
2021-09-12,Germany,0
2021-09-12,Greece,105975
2021-09-12,Hungary,0
2021-09-12,Iceland,1038
2021-09-12,Ireland,20088
2021-09-12,Israel,158514
2021-09-12,Italy,325910
2021-09-12,Japan,43656
2021-09-12,Lithuania,8147
2021-09-12,Luxembourg,597
2021-09-12,Mexico,7532
2021-09-12,New Zealand,10959
2021-09-12,Norway,11096
2021-09-12,Poland,53031
2021-09-12,Portugal,17269
2021-09-12,Slovakia,11934
2021-09-12,Slovenia,1657
2021-09-12,South Korea,23371
2021-09-12,Sweden,37493
2021-09-12,Switzerland,14916
2021-09-12,Taiwan,9827
2021-09-12,Turkey,310546
2021-09-12,United Kingdom,1067411
2021-09-12,United States,557040
