Date,Country,NumberOfTest
2020-03-25,Australia,0
2020-03-25,Belgium,4282
2020-03-25,Canada,33797
2020-03-25,Costa Rica,29
2020-03-25,Denmark,1372
2020-03-25,Estonia,1064
2020-03-25,Finland,1848
2020-03-25,Germany,0
2020-03-25,Greece,1424
2020-03-25,Hungary,704
2020-03-25,Iceland,888
2020-03-25,Ireland,1775
2020-03-25,Israel,5925
2020-03-25,Italy,27481
2020-03-25,Japan,674
2020-03-25,Latvia,1151
2020-03-25,Lithuania,765
2020-03-25,Luxembourg,900
2020-03-25,Mexico,1420
2020-03-25,Netherlands,0
2020-03-25,New Zealand,1952
2020-03-25,Poland,3346
2020-03-25,Portugal,5319
2020-03-25,Slovakia,335
2020-03-25,Slovenia,1181
2020-03-25,South Korea,10476
2020-03-25,Taiwan,938
2020-03-25,United States,114773
