Date,Country,NumberOfTest
2020-04-12,Australia,6094
2020-04-12,Austria,3902
2020-04-12,Belgium,7287
2020-04-12,Canada,29614
2020-04-12,Chile,5897
2020-04-12,Costa Rica,154
2020-04-12,Denmark,2118
2020-04-12,Estonia,450
2020-04-12,Finland,1589
2020-04-12,Germany,0
2020-04-12,Greece,4917
2020-04-12,Hungary,1571
2020-04-12,Iceland,235
2020-04-12,Ireland,5722
2020-04-12,Israel,10598
2020-04-12,Italy,46720
2020-04-12,Japan,57
2020-04-12,Latvia,418
2020-04-12,Lithuania,845
2020-04-12,Luxembourg,208
2020-04-12,Mexico,1231
2020-04-12,Netherlands,0
2020-04-12,New Zealand,1350
2020-04-12,Norway,1245
2020-04-12,Poland,8447
2020-04-12,Portugal,5210
2020-04-12,Slovakia,1324
2020-04-12,Slovenia,554
2020-04-12,South Korea,4424
2020-04-12,Taiwan,664
2020-04-12,Turkey,35720
2020-04-12,United Kingdom,14506
2020-04-12,United States,111635
