Date,Country,NumberOfTest
2020-06-21,Australia,35946
2020-06-21,Austria,2376
2020-06-21,Belgium,6602
2020-06-21,Canada,80789
2020-06-21,Chile,20115
2020-06-21,Colombia,18405
2020-06-21,Costa Rica,391
2020-06-21,Denmark,11430
2020-06-21,Estonia,358
2020-06-21,Finland,687
2020-06-21,France,6515
2020-06-21,Germany,0
2020-06-21,Greece,4251
2020-06-21,Hungary,3226
2020-06-21,Iceland,17
2020-06-21,Ireland,2159
2020-06-21,Israel,9152
2020-06-21,Italy,65126
2020-06-21,Japan,4127
2020-06-21,Latvia,1294
2020-06-21,Lithuania,1684
2020-06-21,Luxembourg,504
2020-06-21,Mexico,4244
2020-06-21,Netherlands,0
2020-06-21,New Zealand,3451
2020-06-21,Norway,1034
2020-06-21,Poland,39674
2020-06-21,Portugal,6645
2020-06-21,Slovakia,41
2020-06-21,Slovenia,271
2020-06-21,South Korea,6961
2020-06-21,Spain,0
2020-06-21,Switzerland,1773
2020-06-21,Taiwan,104
2020-06-21,Turkey,40496
2020-06-21,United Kingdom,60484
2020-06-21,United States,421213
