Date,Country,NumberOfTest
2021-07-18,Australia,0
2021-07-18,Austria,368400
2021-07-18,Belgium,42755
2021-07-18,Canada,4023
2021-07-18,Chile,53022
2021-07-18,Colombia,79367
2021-07-18,Costa Rica,6153
2021-07-18,Czechia,66745
2021-07-18,Denmark,76984
2021-07-18,Estonia,2087
2021-07-18,Finland,9727
2021-07-18,France,99436
2021-07-18,Germany,0
2021-07-18,Greece,55573
2021-07-18,Hungary,0
2021-07-18,Iceland,1172
2021-07-18,Israel,56628
2021-07-18,Italy,210069
2021-07-18,Japan,25835
2021-07-18,Latvia,7321
2021-07-18,Lithuania,3380
2021-07-18,Luxembourg,357
2021-07-18,Mexico,8420
2021-07-18,Netherlands,0
2021-07-18,New Zealand,0
2021-07-18,Norway,6898
2021-07-18,Poland,64092
2021-07-18,Portugal,27873
2021-07-18,Slovakia,6783
2021-07-18,Slovenia,591
2021-07-18,South Korea,18953
2021-07-18,Sweden,10292
2021-07-18,Switzerland,12629
2021-07-18,Taiwan,12568
2021-07-18,United Kingdom,1041099
2021-07-18,United States,283897
