Date,Country,NumberOfTest
2021-06-02,Australia,87280
2021-06-02,Austria,925527
2021-06-02,Belgium,50415
2021-06-02,Canada,65068
2021-06-02,Chile,39081
2021-06-02,Colombia,108014
2021-06-02,Costa Rica,9922
2021-06-02,Czechia,204937
2021-06-02,Denmark,139398
2021-06-02,Estonia,3972
2021-06-02,Finland,26117
2021-06-02,France,313699
2021-06-02,Germany,0
2021-06-02,Greece,45184
2021-06-02,Hungary,25148
2021-06-02,Israel,18802
2021-06-02,Italy,292172
2021-06-02,Japan,76590
2021-06-02,Latvia,10427
2021-06-02,Lithuania,25490
2021-06-02,Luxembourg,6882
2021-06-02,Mexico,13514
2021-06-02,Netherlands,0
2021-06-02,New Zealand,5619
2021-06-02,Norway,21202
2021-06-02,Poland,113409
2021-06-02,Portugal,56218
2021-06-02,Slovakia,55843
2021-06-02,Slovenia,3837
2021-06-02,South Korea,34643
2021-06-02,Spain,0
2021-06-02,Sweden,27113
2021-06-02,Switzerland,30884
2021-06-02,Taiwan,29578
2021-06-02,Turkey,224150
2021-06-02,United Kingdom,854697
2021-06-02,United States,1094736
