Date,Country,NumberOfTest
2021-05-03,Australia,39065
2021-05-03,Austria,111903
2021-05-03,Belgium,50098
2021-05-03,Canada,141190
2021-05-03,Chile,60737
2021-05-03,Colombia,55286
2021-05-03,Costa Rica,3758
2021-05-03,Czechia,339648
2021-05-03,Denmark,190630
2021-05-03,Estonia,5423
2021-05-03,Finland,18287
2021-05-03,France,473404
2021-05-03,Germany,0
2021-05-03,Greece,0
2021-05-03,Hungary,13754
2021-05-03,Iceland,1622
2021-05-03,Ireland,13416
2021-05-03,Israel,37991
2021-05-03,Italy,168577
2021-05-03,Japan,44186
2021-05-03,Latvia,2571
2021-05-03,Lithuania,21066
2021-05-03,Luxembourg,8989
2021-05-03,Mexico,18877
2021-05-03,Netherlands,0
2021-05-03,New Zealand,2248
2021-05-03,Norway,24851
2021-05-03,Poland,61565
2021-05-03,Portugal,52011
2021-05-03,Slovakia,148129
2021-05-03,Slovenia,4024
2021-05-03,South Korea,14677
2021-05-03,Spain,0
2021-05-03,Sweden,51085
2021-05-03,Switzerland,25390
2021-05-03,Taiwan,1393
2021-05-03,Turkey,243648
2021-05-03,United Kingdom,1069724
2021-05-03,United States,888724
