tDate,Country,NumberOfTest
2020-07-13,Australia,42300
2020-07-13,Austria,3876
2020-07-13,Belgium,10241
2020-07-13,Canada,96548
2020-07-13,Chile,17467
2020-07-13,Colombia,25533
2020-07-13,Costa Rica,1989
2020-07-13,Denmark,18278
2020-07-13,Estonia,538
2020-07-13,Finland,3102
2020-07-13,France,80804
2020-07-13,Germany,0
2020-07-13,Greece,8520
2020-07-13,Hungary,1136
2020-07-13,Iceland,89
2020-07-13,Ireland,7664
2020-07-13,Israel,29247
2020-07-13,Italy,37939
2020-07-13,Japan,10552
2020-07-13,Latvia,996
2020-07-13,Lithuania,2284
2020-07-13,Luxembourg,10372
2020-07-13,Mexico,16541
2020-07-13,Netherlands,0
2020-07-13,New Zealand,1534
2020-07-13,Norway,6375
2020-07-13,Poland,26462
2020-07-13,Portugal,13179
2020-07-13,Slovakia,1163
2020-07-13,Slovenia,1218
2020-07-13,South Korea,6153
2020-07-13,Spain,0
2020-07-13,Sweden,9913
2020-07-13,Switzerland,6698
2020-07-13,Taiwan,126
2020-07-13,Turkey,46492
2020-07-13,United Kingdom,85880
2020-07-13,United States,867692
