Date,Country,NumberOfTest
2021-10-09,Australia,0
2021-10-09,Austria,287442
2021-10-09,Belgium,42411
2021-10-09,Chile,62255
2021-10-09,Colombia,42493
2021-10-09,Czechia,40814
2021-10-09,Denmark,27426
2021-10-09,Estonia,5364
2021-10-09,Finland,7403
2021-10-09,Greece,164763
2021-10-09,Hungary,0
2021-10-09,Iceland,724
2021-10-09,Ireland,19595
2021-10-09,Israel,53531
2021-10-09,Italy,404983
2021-10-09,Japan,48558
2021-10-09,Luxembourg,1877
2021-10-09,Mexico,4600
2021-10-09,New Zealand,23735
2021-10-09,Norway,3584
2021-10-09,Portugal,29922
2021-10-09,Slovakia,18588
2021-10-09,Slovenia,2048
2021-10-09,South Korea,29407
2021-10-09,Switzerland,30661
2021-10-09,Taiwan,16213
2021-10-09,Turkey,348856
2021-10-09,United Kingdom,696537
