Date,Country,NumberOfTest
2021-04-08,Australia,44549
2021-04-08,Austria,352501
2021-04-08,Belgium,49541
2021-04-08,Canada,123638
2021-04-08,Chile,70204
2021-04-08,Colombia,67180
2021-04-08,Costa Rica,4151
2021-04-08,Czechia,234589
2021-04-08,Denmark,192857
2021-04-08,Estonia,5908
2021-04-08,Finland,21283
2021-04-08,France,469491
2021-04-08,Germany,0
2021-04-08,Greece,58456
2021-04-08,Hungary,30023
2021-04-08,Iceland,1139
2021-04-08,Ireland,19214
2021-04-08,Israel,43024
2021-04-08,Italy,470130
2021-04-08,Japan,70959
2021-04-08,Latvia,24155
2021-04-08,Lithuania,16965
2021-04-08,Luxembourg,11833
2021-04-08,Mexico,22557
2021-04-08,Netherlands,0
2021-04-08,New Zealand,6647
2021-04-08,Norway,23082
2021-04-08,Poland,222156
2021-04-08,Portugal,58289
2021-04-08,Slovakia,169229
2021-04-08,Slovenia,5265
2021-04-08,South Korea,42902
2021-04-08,Spain,0
2021-04-08,Sweden,44659
2021-04-08,Switzerland,38627
2021-04-08,Taiwan,669
2021-04-08,Turkey,304492
2021-04-08,United Kingdom,931579
2021-04-08,United States,1508168
