tDate,Country,NumberOfTest
2021-08-23,Australia,0
2021-08-23,Austria,284054
2021-08-23,Belgium,41469
2021-08-23,Canada,57327
2021-08-23,Chile,51960
2021-08-23,Colombia,33676
2021-08-23,Costa Rica,4363
2021-08-23,Czechia,97990
2021-08-23,Denmark,79250
2021-08-23,Estonia,4935
2021-08-23,Finland,17917
2021-08-23,France,896358
2021-08-23,Greece,47335
2021-08-23,Hungary,24758
2021-08-23,Iceland,3159
2021-08-23,Ireland,14867
2021-08-23,Israel,158474
2021-08-23,Italy,126832
2021-08-23,Japan,132921
2021-08-23,Latvia,3653
2021-08-23,Lithuania,16286
2021-08-23,Luxembourg,5115
2021-08-23,Mexico,44607
2021-08-23,New Zealand,0
2021-08-23,Norway,30683
2021-08-23,Poland,76732
2021-08-23,Portugal,56868
2021-08-23,Slovakia,20983
2021-08-23,Slovenia,2489
2021-08-23,South Korea,0
2021-08-23,Switzerland,24351
2021-08-23,Taiwan,26042
2021-08-23,Turkey,282528
2021-08-23,United Kingdom,724207
2021-08-23,United States,1032379
