tDate,Country,NumberOfTest
2021-07-14,Australia,126678
2021-07-14,Austria,281780
2021-07-14,Belgium,75152
2021-07-14,Canada,49284
2021-07-14,Chile,26369
2021-07-14,Colombia,92870
2021-07-14,Costa Rica,8287
2021-07-14,Czechia,82854
2021-07-14,Denmark,86569
2021-07-14,Estonia,6784
2021-07-14,Finland,14601
2021-07-14,France,111886
2021-07-14,Greece,72568
2021-07-14,Hungary,7194
2021-07-14,Israel,63086
2021-07-14,Italy,260178
2021-07-14,Japan,64174
2021-07-14,Latvia,7168
2021-07-14,Lithuania,8862
2021-07-14,Luxembourg,8737
2021-07-14,Mexico,32085
2021-07-14,New Zealand,15348
2021-07-14,Norway,12751
2021-07-14,Poland,82785
2021-07-14,Portugal,65377
2021-07-14,Slovakia,13214
2021-07-14,Slovenia,1693
2021-07-14,South Korea,41785
2021-07-14,Switzerland,27454
2021-07-14,Taiwan,22307
2021-07-14,United Kingdom,1210002
2021-07-14,United States,545809
