tDate,Country,NumberOfTest
2022-03-19,Australia,65221844
2022-03-19,Austria,170281200
2022-03-19,Belgium,32438136
2022-03-19,Canada,58996224
2022-03-19,Chile,34369259
2022-03-19,Colombia,33599988
2022-03-19,Costa Rica,3072929
2022-03-19,Czechia,53462249
2022-03-19,Denmark,66277327
2022-03-19,Estonia,3220166
2022-03-19,Finland,10278648
2022-03-19,France,253671399
2022-03-19,Germany,0
2022-03-19,Greece,0
2022-03-19,Hungary,0
2022-03-19,Iceland,1269618
2022-03-19,Ireland,11627082
2022-03-19,Israel,47732272
2022-03-19,Italy,195342035
2022-03-19,Japan,40335554
2022-03-19,Latvia,6917271
2022-03-19,Lithuania,8359747
2022-03-19,Luxembourg,4124038
2022-03-19,Mexico,14793920
2022-03-19,Netherlands,29777105
2022-03-19,New Zealand,0
2022-03-19,Norway,10955322
2022-03-19,Portugal,39475819
2022-03-19,Slovakia,50245665
2022-03-19,Slovenia,4646985
2022-03-19,South Korea,71688410
2022-03-19,Spain,87576957
2022-03-19,Sweden,18116023
2022-03-19,Switzerland,19813551
2022-03-19,Taiwan,6739947
2022-03-19,Turkey,150710305
2022-03-19,United Kingdom,477950504
2022-03-19,United States,839971477
