Date,Country,NumberOfTest
2020-12-31,Australia,56285
2020-12-31,Austria,26789
2020-12-31,Belgium,30511
2020-12-31,Canada,140691
2020-12-31,Chile,42570
2020-12-31,Colombia,83388
2020-12-31,Costa Rica,2871
2020-12-31,Czechia,47183
2020-12-31,Denmark,34461
2020-12-31,Estonia,3586
2020-12-31,Finland,11974
2020-12-31,France,337208
2020-12-31,Germany,0
2020-12-31,Greece,31923
2020-12-31,Hungary,17390
2020-12-31,Iceland,596
2020-12-31,Ireland,26312
2020-12-31,Israel,103597
2020-12-31,Italy,262802
2020-12-31,Japan,39575
2020-12-31,Latvia,12395
2020-12-31,Lithuania,12537
2020-12-31,Luxembourg,4470
2020-12-31,Mexico,30669
2020-12-31,Netherlands,0
2020-12-31,New Zealand,0
2020-12-31,Norway,9076
2020-12-31,Poland,92764
2020-12-31,Portugal,36734
2020-12-31,Slovakia,104768
2020-12-31,Slovenia,4073
2020-12-31,South Korea,55791
2020-12-31,Spain,0
2020-12-31,Sweden,29221
2020-12-31,Switzerland,23595
2020-12-31,Taiwan,507
2020-12-31,Turkey,178217
2020-12-31,United Kingdom,482473
2020-12-31,United States,1917087
