tDate,Country,NumberOfTest
2021-04-09,Australia,0
2021-04-09,Austria,293340
2021-04-09,Belgium,48556
2021-04-09,Canada,147257
2021-04-09,Chile,77899
2021-04-09,Colombia,64970
2021-04-09,Costa Rica,4612
2021-04-09,Czechia,172511
2021-04-09,Denmark,172698
2021-04-09,Estonia,5611
2021-04-09,Finland,20665
2021-04-09,France,509716
2021-04-09,Germany,0
2021-04-09,Greece,57370
2021-04-09,Hungary,35703
2021-04-09,Iceland,1159
2021-04-09,Ireland,16795
2021-04-09,Israel,36064
2021-04-09,Italy,456586
2021-04-09,Japan,67609
2021-04-09,Latvia,18589
2021-04-09,Lithuania,19123
2021-04-09,Luxembourg,11497
2021-04-09,Mexico,21795
2021-04-09,Netherlands,0
2021-04-09,New Zealand,0
2021-04-09,Norway,24067
2021-04-09,Poland,213565
2021-04-09,Portugal,60156
2021-04-09,Slovakia,303300
2021-04-09,Slovenia,4811
2021-04-09,South Korea,42774
2021-04-09,Spain,0
2021-04-09,Sweden,44659
2021-04-09,Switzerland,35547
2021-04-09,Taiwan,846
2021-04-09,Turkey,305103
2021-04-09,United Kingdom,676307
2021-04-09,United States,1444032
