Date,Country,NumberOfTest
2021-08-12,Australia,243020
2021-08-12,Austria,447807
2021-08-12,Belgium,51360
2021-08-12,Canada,73972
2021-08-12,Chile,65327
2021-08-12,Colombia,60394
2021-08-12,Costa Rica,8576
2021-08-12,Czechia,108848
2021-08-12,Denmark,69995
2021-08-12,Estonia,7894
2021-08-12,Finland,24509
2021-08-12,France,861160
2021-08-12,Greece,101661
2021-08-12,Hungary,8274
2021-08-12,Iceland,3475
2021-08-12,Israel,129679
2021-08-12,Italy,270376
2021-08-12,Japan,110733
2021-08-12,Latvia,7759
2021-08-12,Lithuania,14429
2021-08-12,Luxembourg,6138
2021-08-12,Mexico,38818
2021-08-12,New Zealand,7259
2021-08-12,Norway,17741
2021-08-12,Poland,39320
2021-08-12,Portugal,61694
2021-08-12,Slovakia,14330
2021-08-12,Slovenia,1841
2021-08-12,South Korea,29013
2021-08-12,Switzerland,22722
2021-08-12,Taiwan,17943
2021-08-12,United Kingdom,832177
2021-08-12,United States,691719
