Date,Country,NumberOfTest
2020-07-29,Australia,0
2020-07-29,Austria,9396
2020-07-29,Belgium,25480
2020-07-29,Canada,89427
2020-07-29,Chile,17130
2020-07-29,Colombia,32056
2020-07-29,Costa Rica,1656
2020-07-29,Denmark,20224
2020-07-29,Estonia,817
2020-07-29,Finland,5539
2020-07-29,France,108087
2020-07-29,Germany,0
2020-07-29,Greece,53889
2020-07-29,Hungary,3207
2020-07-29,Iceland,352
2020-07-29,Ireland,4740
2020-07-29,Israel,26228
2020-07-29,Italy,86893
2020-07-29,Japan,18669
2020-07-29,Latvia,1886
2020-07-29,Lithuania,5690
2020-07-29,Luxembourg,6620
2020-07-29,Mexico,15287
2020-07-29,Netherlands,0
2020-07-29,New Zealand,2414
2020-07-29,Norway,5900
2020-07-29,Poland,52921
2020-07-29,Portugal,16712
2020-07-29,Slovakia,1851
2020-07-29,Slovenia,879
2020-07-29,South Korea,10721
2020-07-29,Spain,0
2020-07-29,Sweden,7566
2020-07-29,Switzerland,6769
2020-07-29,Taiwan,220
2020-07-29,Turkey,45712
2020-07-29,United Kingdom,157439
2020-07-29,United States,1039893
