tDate,Country,NumberOfTest
2021-02-27,Australia,0
2021-02-27,Austria,318941
2021-02-27,Belgium,37696
2021-02-27,Canada,122987
2021-02-27,Chile,55300
2021-02-27,Colombia,42705
2021-02-27,Costa Rica,5105
2021-02-27,Czechia,50300
2021-02-27,Denmark,120288
2021-02-27,Estonia,6235
2021-02-27,Finland,17755
2021-02-27,France,206530
2021-02-27,Germany,0
2021-02-27,Greece,46065
2021-02-27,Hungary,27814
2021-02-27,Iceland,322
2021-02-27,Ireland,18273
2021-02-27,Israel,24383
2021-02-27,Italy,433249
2021-02-27,Japan,29196
2021-02-27,Latvia,12088
2021-02-27,Lithuania,5372
2021-02-27,Luxembourg,8150
2021-02-27,Mexico,11933
2021-02-27,Netherlands,0
2021-02-27,New Zealand,7683
2021-02-27,Norway,10571
2021-02-27,Poland,113416
2021-02-27,Portugal,20380
2021-02-27,Slovakia,830331
2021-02-27,Slovenia,2611
2021-02-27,South Korea,37102
2021-02-27,Spain,0
2021-02-27,Sweden,34898
2021-02-27,Switzerland,16347
2021-02-27,Taiwan,222
2021-02-27,Turkey,125716
2021-02-27,United Kingdom,383946
2021-02-27,United States,1073729
