tDate,Country,NumberOfTest
2021-12-19,Australia,0
2021-12-19,Austria,262854
2021-12-19,Belgium,32871
2021-12-19,Canada,141911
2021-12-19,Chile,58651
2021-12-19,Colombia,38513
2021-12-19,Czechia,39648
2021-12-19,Denmark,180295
2021-12-19,Estonia,4686
2021-12-19,Finland,14466
2021-12-19,France,208289
2021-12-19,Germany,0
2021-12-19,Greece,223636
2021-12-19,Hungary,0
2021-12-19,Iceland,2337
2021-12-19,Ireland,29459
2021-12-19,Israel,106535
2021-12-19,Italy,651361
2021-12-19,Japan,14752
2021-12-19,Lithuania,5224
2021-12-19,Luxembourg,1116
2021-12-19,Mexico,3968
2021-12-19,Netherlands,43329
2021-12-19,New Zealand,18411
2021-12-19,Norway,16757
2021-12-19,Poland,125438
2021-12-19,Portugal,78765
2021-12-19,Slovakia,28585
2021-12-19,Slovenia,1548
2021-12-19,Sweden,56966
2021-12-19,Switzerland,24883
2021-12-19,Taiwan,10551
2021-12-19,Turkey,349193
2021-12-19,United Kingdom,1491284
2021-12-19,United States,758315
