Date,Country,NumberOfTest
2020-08-01,Australia,0
2020-08-01,Austria,7358
2020-08-01,Belgium,20418
2020-08-01,Canada,111107
2020-08-01,Chile,24398
2020-08-01,Colombia,35503
2020-08-01,Costa Rica,1663
2020-08-01,Denmark,14306
2020-08-01,Estonia,422
2020-08-01,Finland,4198
2020-08-01,France,47672
2020-08-01,Germany,0
2020-08-01,Greece,0
2020-08-01,Hungary,3724
2020-08-01,Iceland,826
2020-08-01,Ireland,3306
2020-08-01,Israel,7790
2020-08-01,Italy,92288
2020-08-01,Japan,9606
2020-08-01,Latvia,1448
2020-08-01,Lithuania,2299
2020-08-01,Luxembourg,6119
2020-08-01,Mexico,7367
2020-08-01,Netherlands,0
2020-08-01,New Zealand,2409
2020-08-01,Norway,2116
2020-08-01,Poland,49647
2020-08-01,Portugal,12150
2020-08-01,Slovakia,585
2020-08-01,Slovenia,374
2020-08-01,South Korea,8086
2020-08-01,Spain,0
2020-08-01,Sweden,7566
2020-08-01,Switzerland,3050
2020-08-01,Taiwan,104
2020-08-01,Turkey,44846
2020-08-01,United Kingdom,146011
2020-08-01,United States,792252
