Date,Country,NumberOfTest
2021-04-06,Australia,28581
2021-04-06,Austria,219544
2021-04-06,Belgium,47880
2021-04-06,Canada,85363
2021-04-06,Chile,35604
2021-04-06,Colombia,44225
2021-04-06,Costa Rica,2965
2021-04-06,Czechia,383269
2021-04-06,Denmark,208209
2021-04-06,Estonia,6444
2021-04-06,Finland,20550
2021-04-06,France,630442
2021-04-06,Germany,0
2021-04-06,Greece,75182
2021-04-06,Hungary,11194
2021-04-06,Iceland,1863
2021-04-06,Ireland,13864
2021-04-06,Israel,60031
2021-04-06,Italy,144104
2021-04-06,Japan,53019
2021-04-06,Latvia,4987
2021-04-06,Lithuania,16034
2021-04-06,Luxembourg,8794
2021-04-06,Mexico,22156
2021-04-06,Netherlands,0
2021-04-06,New Zealand,0
2021-04-06,Norway,31338
2021-04-06,Poland,89377
2021-04-06,Portugal,63682
2021-04-06,Slovakia,330926
2021-04-06,Slovenia,4889
2021-04-06,South Korea,53812
2021-04-06,Spain,0
2021-04-06,Sweden,44659
2021-04-06,Switzerland,38072
2021-04-06,Taiwan,1159
2021-04-06,Turkey,271547
2021-04-06,United Kingdom,631846
2021-04-06,United States,1545345
