tDate,Country,NumberOfTest
2020-03-13,Belgium,2524
2020-03-13,Canada,3150
2020-03-13,Costa Rica,86
2020-03-13,Denmark,710
2020-03-13,Estonia,207
2020-03-13,Finland,409
2020-03-13,Greece,520
2020-03-13,Hungary,128
2020-03-13,Iceland,357
2020-03-13,Israel,694
2020-03-13,Italy,11477
2020-03-13,Japan,859
2020-03-13,Latvia,127
2020-03-13,Luxembourg,183
2020-03-13,Mexico,439
2020-03-13,New Zealand,120
2020-03-13,Poland,655
2020-03-13,Portugal,1551
2020-03-13,Slovakia,58
2020-03-13,Slovenia,1197
2020-03-13,South Korea,0
2020-03-13,Taiwan,439
2020-03-13,United States,11672
