Date,Country,NumberOfTest
2021-02-16,Australia,54959
2021-02-16,Austria,291200
2021-02-16,Belgium,49438
2021-02-16,Canada,70447
2021-02-16,Chile,34193
2021-02-16,Colombia,50371
2021-02-16,Costa Rica,2516
2021-02-16,Czechia,79072
2021-02-16,Denmark,124600
2021-02-16,Estonia,6369
2021-02-16,Finland,21948
2021-02-16,France,360977
2021-02-16,Germany,0
2021-02-16,Greece,40446
2021-02-16,Hungary,6227
2021-02-16,Iceland,545
2021-02-16,Ireland,13119
2021-02-16,Israel,74148
2021-02-16,Italy,358447
2021-02-16,Japan,59849
2021-02-16,Latvia,12908
2021-02-16,Lithuania,4492
2021-02-16,Luxembourg,12064
2021-02-16,Mexico,27809
2021-02-16,Netherlands,0
2021-02-16,New Zealand,5821
2021-02-16,Norway,19683
2021-02-16,Poland,91982
2021-02-16,Portugal,32083
2021-02-16,Slovakia,205010
2021-02-16,Slovenia,5140
2021-02-16,South Korea,53879
2021-02-16,Spain,0
2021-02-16,Sweden,32580
2021-02-16,Switzerland,30915
2021-02-16,Taiwan,320
2021-02-16,Turkey,115794
2021-02-16,United Kingdom,488578
2021-02-16,United States,1249057
