tDate,Country,NumberOfTest
2021-12-25,Australia,246794
2021-12-25,Austria,389512
2021-12-25,Belgium,31218
2021-12-25,Canada,181214
2021-12-25,Chile,57043
2021-12-25,Colombia,27302
2021-12-25,Costa Rica,373
2021-12-25,Czechia,18882
2021-12-25,Denmark,71499
2021-12-25,Estonia,3483
2021-12-25,Finland,12999
2021-12-25,France,176585
2021-12-25,Greece,0
2021-12-25,Hungary,0
2021-12-25,Iceland,2345
2021-12-25,Ireland,42999
2021-12-25,Israel,45155
2021-12-25,Italy,1121330
2021-12-25,Japan,36014
2021-12-25,Latvia,1769
2021-12-25,Lithuania,4604
2021-12-25,Luxembourg,817
2021-12-25,Mexico,3107
2021-12-25,Netherlands,29962
2021-12-25,New Zealand,0
2021-12-25,Norway,7635
2021-12-25,Poland,83667
2021-12-25,Portugal,47737
2021-12-25,Slovakia,7129
2021-12-25,Slovenia,2161
2021-12-25,Sweden,49555
2021-12-25,Switzerland,32350
2021-12-25,Taiwan,12812
2021-12-25,Turkey,357536
2021-12-25,United Kingdom,1179849
2021-12-25,United States,688226
