Date,Country,NumberOfTest
2021-06-11,Australia,55165
2021-06-11,Austria,325511
2021-06-11,Belgium,43814
2021-06-11,Canada,77887
2021-06-11,Chile,76449
2021-06-11,Colombia,117306
2021-06-11,Costa Rica,7443
2021-06-11,Czechia,161562
2021-06-11,Denmark,105520
2021-06-11,Estonia,3841
2021-06-11,Finland,12343
2021-06-11,France,375862
2021-06-11,Greece,0
2021-06-11,Hungary,14013
2021-06-11,Israel,18646
2021-06-11,Italy,272529
2021-06-11,Japan,99850
2021-06-11,Latvia,10362
2021-06-11,Luxembourg,9901
2021-06-11,Mexico,10209
2021-06-11,New Zealand,4924
2021-06-11,Norway,16214
2021-06-11,Poland,104550
2021-06-11,Portugal,46723
2021-06-11,Slovakia,75711
2021-06-11,Slovenia,2700
2021-06-11,South Korea,30776
2021-06-11,Switzerland,27396
2021-06-11,Taiwan,34714
2021-06-11,Turkey,224128
2021-06-11,United Kingdom,736654
2021-06-11,United States,418153
